status_id,text,favorite_count,retweet_count,place_name,country_code
1070906652713476098,RT @AtlusUSA: @NintendoAmerica You never saw it coming.,0,12699,NA,NA
1070906609826754560,"RT @daveaglick: Wait, wat?! (from https://t.co/C73GFdfjrJ) https://t.co/fzDQzWxQqE",0,61,NA,NA
1070906098876588032,RT @Azure: Explore this sample application to learn how to autoscale a #Kubernetes application with AKS virtual nodes. https://t.co/HFXne0u…,0,31,NA,NA
1070906008594251776,".@MindwareVAD's new offering is designed to simplify Microsoft Azure #cloud adoption and accelerate performance, with the use of @Riverbed solutions. More from @ITP_English: https://t.co/gfaM5Q02cu",0,0,NA,NA
1070905927547609088,"@LTolke I’m not sure! I will peek. But, I’m really happy with Azure Free Tier.",0,0,NA,NA
1070905699918479360,"Perhaps the future developer starts his code on GitHub and keeps going right to deployment on the GitHub Cloud (GHC), a.k.a. Microsoft Azure. Time will tell... https://t.co/qvOeODesKK",1,0,NA,NA
1070905677764210688,"RT @jeffhollan: This is big: leverage key vault secrets for @AzureFunctions triggers, bindings, or other environment settings https://t.co/…",0,53,NA,NA
1070905479709319168,Some pics of me doing stuff in miners haven and azure mines. https://t.co/MUEEkEFqZn,0,0,NA,NA
1070905069963542528,"Hey all! My commission info is here, if you're interested~

https://t.co/gX9kXvcyC3",0,0,NA,NA
1070904991685230593,Azure portal December 2018 update https://t.co/t6lrpRQCny,0,0,NA,NA
1070904058309824513,RT @ThomasMaurer: Using Azure Update Management on Azure Stack #Azure #AzureStack https://t.co/TR38eHjapC,0,26,NA,NA
1070903734216085504,"RT @BradleySchacht: Azure Data Lake Storage Gen2 preview – More features, more performance, better availability https://t.co/oO09DmB85X #Az…",0,13,NA,NA
1070903314286551041,RT @ZIMPERIUM: Pleased to announce that Zimperium Mobile Threat Defense - for Azure is now available in the Azure Marketplace: https://t.co…,0,3,NA,NA
1070903187094200322,"RT @BradleySchacht: Azure Data Lake Storage Gen2 preview – More features, more performance, better availability https://t.co/oO09DmB85X #Az…",0,13,NA,NA
1070902882159869953,RT @MSFTTelco: The @TELUS LTE-M #IoT Starter Kit enables designers to rapidly prototype cellular connected IoT devices utilizing TELUS’ low…,0,4,NA,NA
1070902637497860096,So God of War won game of the year eh? Neat. #TheGameAwards,0,0,NA,NA
1070902625258954752,This made my damn night... https://t.co/meFwDZdG0e,0,0,NA,NA
1070902593889554433,RT @Ehickioya: Why and how to connect to Microsoft Azure with Azure PowerShell https://t.co/57yVFO6V4b #EhiKioya,0,1,NA,NA
1070902506643996672,It beat RDR2 thank fucking goodness. They deserve it. https://t.co/sPgaDLjScJ,0,0,NA,NA
1070902279430119425,RT @gematsucom: Super Smash Bros. Ultimate DLC character Joker from Persona 5 announced https://t.co/FzdopL6bfG https://t.co/CcoWYBdZv1,0,99,NA,NA
1070901774998036480,Why and how to connect to Microsoft Azure with Azure PowerShell https://t.co/6vtbvRRyWD #EhiKioya,0,0,NA,NA
1070901773873885184,Why and how to connect to Microsoft Azure with Azure PowerShell https://t.co/57yVFO6V4b #EhiKioya,0,1,NA,NA
1070901029028417536,RT @CsharpCorner: #Microsoft Announce Serverless for @Azure Kubernetes Services (AKS) at #MSFTConnect #Azure #Cloud #Containers #AKS #Kuber…,0,4,NA,NA
1070900923310968833,RT @CsharpCorner: Step By Step Setup #IIS On #Azure #Windows #VirtualMachine by @ansh0603 cc @CsharpCorner https://t.co/Ov00KpHbKr https://…,0,9,NA,NA
1070900795367919617,RT @MicrosoftIoT: #Technology has major potential to open new revenue streams. Explore 4 models your #business can use to monetize #IoT: ht…,0,5,NA,NA
1070900774387896320,RT @Azure: Use Terraform and Ansible to speed up #SAPHANA deployments on Azure in 30 minutes. Learn more: https://t.co/sjNNAN7LfM,0,24,NA,NA
1070900765047382017,"RT @JoinCardinal: If you love @Microsoft &amp; cloud technologies, be part of the best Azure team in the world! Visit @CardinalNow Careers for…",0,7,NA,NA
1070900564765143040,RT @AndyLeonard: Want to learn Azure Data Factory? The Stairway to #ADF at https://t.co/puiVZkabRn is free! :{&gt; https://t.co/m3npvuFTrE,0,6,NA,NA
1070900192701005824,"RT @HPE_ConvergedDI: Cloud service provider, Datacomm, wanted to expand their cloud business by helping #Microsoft #Azure #publiccloud cust…",0,1,NA,NA
1070899737400770560,RT @erikaehrli1: Missed our awesome keynotes?Watch Microsoft Connect(); 2018 Conference | Microsoft Azure now available on-demand! https://…,0,9,NA,NA
1070899712713060352,RT @theitstrategist: How pharma sales operations benefit from centralizing data and process integration https://t.co/hqqEEYoCoO https://t.c…,0,1,NA,NA
1070899702537822210,JOKER FOR SMASH,0,0,NA,NA
1070899689875136512,Updated Poster: Microsoft Hybrid Cloud for Enterprise Architects - #Office365 #Dynamics365 #Microsoft365 #MSIntune #Azure https://t.co/EyWhs4bZmR,0,0,NA,NA
1070899682761674752,OMFG MY LIFE IS COMPLETE!!! I’m SO HAPPY!!! YESSSSSSSSS!!!!!! https://t.co/3yLXxrumWz,1,0,NA,NA
1070899466717286400,RT @AzureHDInsight: Looking to learn about #AzureHDInsight? Read this blog at https://t.co/OUKMYEAEAV for a comprehensive reference to all…,0,7,NA,NA
1070899248504410112,I'm honestly stunned.... #TheGameAwards,0,0,NA,NA
1070899110222422016,i’m sick so azure surprised me and brought me all of this!! i’m so!! in!! love!!! https://t.co/dTCouJ9Q5q,5,0,NA,NA
1070898901132165120,Persona 5's Joker is the first DLC character in Super Smash Bros Ultimate?! #TheGameAwards,0,0,NA,NA
1070898700745129984,Handmade Resin Rings Capture the Cascading Beauty of Waterfalls by @mymodernmet #art https://t.co/hoGIDMvihO,2,0,NA,NA
1070898509631578112,Missed our awesome keynotes?Watch Microsoft Connect(); 2018 Conference | Microsoft Azure now available on-demand! https://t.co/9MIWyTmaf0,21,9,NA,NA
1070898400147791872,Persona 5? #TheGameAwards,0,0,NA,NA
1070898392165957633,RT @mommatotwo_: I'm really tired of the LED headlights on some cars. Like I'm really glad you can see 92 miles ahead but the rest of us ar…,0,25697,NA,NA
1070897246621835264,"If you're thinking about desktop management within Azure, this is a great article.  #MSOffice365 https://t.co/GAlqZ3j5MQ",0,0,NA,NA
1070896932313133062,"RT @phillipsj73: If I did a 30 days of @azure ARM templates challenge, would there be any interest? Thoughts are pick an architecture and b…",0,1,NA,NA
1070896411019960320,"RT @mspnp: Enterprise integration patterns on #Azure using Logic Apps, Service Bus, and Event Grid: https://t.co/hnyphtHc1v https://t.co/sk…",0,3,NA,NA
1070896212243505153,RT @clark_robotics: Catch the latest #Azure #AI announcements at @MS_Ignite - see how we're making AI real for business: https://t.co/41ef9…,0,2,NA,NA
1070896096141037568,RT @Azure: Are you ready to start running #Linux on #Azure? Join our webinar on December 13 and find out how: https://t.co/Xhv2U6sin1,0,17,NA,NA
1070896061709922304,"Enterprise integration patterns on #Azure using Logic Apps, Service Bus, and Event Grid: https://t.co/hnyphtHc1v https://t.co/sknmpDpBD5",6,3,NA,NA
1070895863348760576,RT @HBJohnXuandou: Rage 2 looks great. https://t.co/SWd6wa23DC,0,7,NA,NA
1070895852267409411,Oh man Rage 2. #TheGameAwards,0,0,NA,NA
1070895836324876288,"@pshore73 @_akhilm @IndyPASS @IndyTechEvents @IndyTech @sqlpass Well, my sessions last year are outdated and no longer valid. Because, Azure, Microsoft, and time.",0,0,NA,NA
1070895498482081793,"RT @iDeepakGuptaa: Digital Transformation Trends For 2019
🔻🔻🔻🔻🔻🔻🔻🔻🔻

#ExploreOracle #OracleCloud #Innovation #Banking #Fintech #Enterprise…",0,2,NA,NA
1070895282043404288,"RT @PlayStation: A bold, award-winning new beginning. 

Congratulations to the hard-working team at @SonySantaMonica as God of War wins Bes…",0,1838,NA,NA
1070895069144731649,"RT @ScalableDBDoug: Remember to register for my @AIOUG #sangam18 talk:
- Using the World's Fastest #Database in the #cloud

Learn how to de…",0,9,NA,NA
1070894787430178817,"And... I just watched Santa Claus reveal he is a war lord, ok. #TheGameAwards",0,0,NA,NA
1070894499457613824,Oh Dad of War took best gamedirection from RDR2? Cool. #TheGameAwards,1,0,NA,NA
1070894482432749569,RT @YousefkAzure: Enhancements and updates along with additions to the ecosystem contributing to SONiC’s success #networking #microsoftazur…,0,3,NA,NA
1070893937634828288,"RT @Ariwonto_: @kaipasing @fdebreuck @Leopold2018 @iotatoken @ethereum We have dev'ed and released (11/30/18) #DMOCT, an @iotatoken based A…",0,25,NA,NA
1070893654678609920,RT @AzureHDInsight: Looking to learn about #AzureHDInsight? Read this blog at https://t.co/OUKMYEAEAV for a comprehensive reference to all…,0,7,NA,NA
1070893383856607233,RT @DoubleFine: Unpack your emotional baggage and prepare to battle your mental demons; the very first PSYCHONAUTS 2 trailer premiered toni…,0,2445,NA,NA
1070893364936089602,"RT @sarakipin: Surprising no one, I love him https://t.co/nenwHxDBmf",0,1371,NA,NA
1070893236871401472,"RT @ScalableDBDoug: Remember to register for my @AIOUG #sangam18 talk:
- Using the World's Fastest #Database in the #cloud

Learn how to de…",0,9,NA,NA
1070893200246824961,Extending On-Premises Directories to the Cloud Made Easy with Azure Active Direc [hashtags] - https://t.co/x0ycEZKBa2,0,0,NA,NA
1070893189983289345,Exam Prep Session for Exam 70-533: Implementing Microsoft Azure Infrastructure S [hashtags] - https://t.co/dvAAEcyjkQ,0,0,NA,NA
1070893186317516801,Enable Your On-Premises Apps for the Cloud with Microsoft Azure Active Directory [hashtags] - https://t.co/kaF9tc0veK,0,0,NA,NA
1070893181192015874,"How Microsoft Azure Active Directory Helps Prevent, Detect and Remediate Attacks [hashtags] - https://t.co/Xd8hpcOpc6",1,0,NA,NA
1070892908121743361,"Digital Transformation Trends For 2019
🔻🔻🔻🔻🔻🔻🔻🔻🔻

#ExploreOracle #OracleCloud #Innovation #Banking #Fintech #Enterprise #Insurance #InsurTech #Payments #Austech #Azure #AWS #Amazon #Oracle #AI #ML #Security #Cloud #PaaS #IaaS #SaaS #CyberSecurity #AppDev #DevOps https://t.co/Sy6C7T94BZ",2,2,NA,NA
1070892290296623104,"@mmayo Hey, I'm hoping for a quick comment on Azure pricing. Got a sec?",4,0,NA,NA
1070892139503017984,"RT @tfsbuck: Want a great YAML editing experience? Check out our brand new Azure DevOps YAML pipelines extension for Visual Studio Code.

Y…",0,104,NA,NA
1070892047719124993,RT @RPGSite: https://t.co/jaHNNfEQh5,0,102,NA,NA
1070891730390708229,Psychonauts 2! #TheGameAwards,0,0,NA,NA
1070891372612345856,RT @gp_pulipaka: Probabilistic Matrix Factorization for Automated #MachineLearning on #Azure Machine. #BigData #Analytics #DataScience #AI…,0,25,NA,NA
1070891314965831680,Oh man Psychonauts! #TheGameAwards,0,0,NA,NA
1070891158643998720,RT @Azure: Use Terraform and Ansible to speed up #SAPHANA deployments on Azure in 30 minutes. Learn more: https://t.co/sjNNAN7LfM,0,24,NA,NA
1070890801071312896,That music was.... a terrible choice. #TheGameAwards,0,0,NA,NA
1070890696435879937,"Start using Azure Data Lake Storage for free - https://t.co/VPZGwnH19F 

Azure Data Lake Storage Gen2 preview – More features, more performance, better availability https://t.co/JGJJFlaVAp",1,0,NA,NA
1070890675003158528,(For Twitter) Migrating critical workloads to the cloud is key to a company’s digital transformation. DXC Analytics Migration Factory for Microsoft Azure can help. https://t.co/nNIIfRvGUZ,0,0,NA,NA
1070890643847831552,Learn how to configure load testing in your #AzureAppService web apps in this edition of #AzureTipsandTricks: https://t.co/jq7xOwnpPl,11,7,NA,NA
1070890536196890624,"RT @frlazzeri: Did you know that you can now use #AutomatedML within #AzureMachineLearning for energy demand forecasting??? ⚡️⚡️⚡️

👉Github…",0,17,NA,NA
1070890519977373697,RT @MSCloud: Discover how customers can instantly try &amp; buy your #apps w/ Microsoft's #Azure Marketplace &amp; #AppSource storefronts. Watch no…,0,3,NA,NA
1070890223033348099,"RT @timheuer: ""I want to try Visual Studio 2019 but don't want to install it on my machine."" Cool, you know it will install side-by-side ri…",0,8,NA,NA
1070889763295481856,RT @YousefkAzure: Enhancements and updates along with additions to the ecosystem contributing to SONiC’s success #networking #microsoftazur…,0,3,NA,NA
1070889220867145735,"RT @ScalableDBDoug: Remember to register for my @AIOUG #sangam18 talk:
- Using the World's Fastest #Database in the #cloud

Learn how to de…",0,9,NA,NA
1070889151132827648,And Azure right there beside it! https://t.co/W9fDqDdh33,0,0,NA,NA
1070889082572554240,RT @TrisClarkARGuy: Great reminder by @ekhnaser with Azure or AWS 'you don't own this infrastructure.' My POV - this makes smart monitoring…,0,2,NA,NA
1070888616937828352,"RT @Azure: #Azure provides a secure foundation to host your infrastructure, applications, and data in the #cloud. Watch more: https://t.co/…",0,13,NA,NA
1070888576445890561,"RT @Azure: #Azure provides a secure foundation to host your infrastructure, applications, and data in the #cloud. Watch more: https://t.co/…",0,13,NA,NA
1070888517646069760,"RT @VisualStudio: Heard @ #MSFTConnect, #dotNET Core 3 is now in public preview - complete w/ support for WPF, Windows Forms, &amp; EF6. PLUS,…",0,59,NA,NA
1070888226951454720,"RT @Azure: #Azure provides a secure foundation to host your infrastructure, applications, and data in the #cloud. Watch more: https://t.co/…",0,13,NA,NA
1070888225814790144,RT @rockoomph: Hi. Quick chat...what’s your relationship with “I love you.”? 🤔 https://t.co/g7JUvopUtD,0,5,NA,NA
1070887943043084288,"@getwired @SoniaCuff I had a friend send me a pic because an azure portal was up and from the login name we could tell who he worked for and his name.. from a cell phone jpg, I mean Win+L isn’t a complicated click",0,0,Meridian,US
1070887414434947073,"RT @jovialjoy: Happening Now - Livestream  @Microsoft Brad Smith shares his views on where society, law, and tech companies need to go in r…",0,8,NA,NA
1070887251935141890,RT @Azure: Use Terraform and Ansible to speed up #SAPHANA deployments on Azure in 30 minutes. Learn more: https://t.co/sjNNAN7LfM,0,24,NA,NA
1070887005263970304,"SIGGRAPH AsiaもNeurIPSもAzureカンファレンスも会期重なってたのか(゜Д゜)どれにも参加してないけど...

最近C#の勉強さぼってますが, 
臨床の新ネタが思い浮かんだのでpython人に戻って作業しているせいです( ^ω^ )Rも久々に使ったけどやっぱpythonがいいや
あ, でもRよりC#が好き",0,0,NA,NA
1070886937802797056,RT @Azure: Now you can deploy #Azure #CognitiveServices in #containers. Find out how: https://t.co/wUj3pqZjaR,0,31,NA,NA
1070886844525555712,"RT @rich_ross: 2018 Philadelphia Azure DataFest Conference is tomorrow December 7.  This event is sold-out, but you can still get the chanc…",0,3,NA,NA
1070886830634135552,"RT @frlazzeri: Did you know that you can now use #AutomatedML within #AzureMachineLearning for energy demand forecasting??? ⚡️⚡️⚡️

👉Github…",0,17,NA,NA
1070886703869685760,"RT @frlazzeri: Did you know that you can now use #AutomatedML within #AzureMachineLearning for energy demand forecasting??? ⚡️⚡️⚡️

👉Github…",0,17,NA,NA
1070886660399882240,"ARTFUL AZURE
Stunning tiles made of recycled crushed glass pour down the shower walls and over the heated floor. Warm maple cabinetry and glass display shelves stand tall—reaching to the ceiling. Photography by Maxwell MacKenzie #throwbackthursday #bluehue #bathroomdesign https://t.co/NlED3xSJFA",1,0,NA,NA
1070886629873577984,"RT @jeffhollan: This is big: leverage key vault secrets for @AzureFunctions triggers, bindings, or other environment settings https://t.co/…",0,53,NA,NA
1070886620692275200,RT @StormIsUponUs: Join me in celebrating the one year anniversary of HRC begging for a deal to save her skin but getting told where to sti…,0,1527,NA,NA
1070886542657302528,"RT @jeffhollan: This is big: leverage key vault secrets for @AzureFunctions triggers, bindings, or other environment settings https://t.co/…",0,53,NA,NA
1070886240478748672,RT @Azure: Use Terraform and Ansible to speed up #SAPHANA deployments on Azure in 30 minutes. Learn more: https://t.co/sjNNAN7LfM,0,24,NA,NA
1070886157381193728,The Pathless? Hmm... #TheGameAwards,1,0,NA,NA
1070885762172928001,"RT @RobZacny: Ninja was supposed to be up there with Miss Piggy but, you know, he comes with conditions.",0,599,NA,NA
1070885735266377731,"RT @jeffhollan: This is big: leverage key vault secrets for @AzureFunctions triggers, bindings, or other environment settings https://t.co/…",0,53,NA,NA
1070885518811021312,"RT @yohosiefgc: DBFZ is the best fighting game I've ever played. I'm glad it won and I hope to be playing it for many, many more years and…",0,58,NA,NA
1070885403035660289,"RT @RPGSite: Celeste wins Best Indie Game, as well as Games for Impact!",0,52,NA,NA
1070885321359810561,"RT @aya_DOLCE1112: おはよう！
今日も良い一日に🙆‍♀️

#定番でテスト
Aya (AZURE♯/DOLCE#) さんの動画をチェックして！ #TikTok   https://t.co/30seDuoT25",0,6,NA,NA
1070885135451607040,A new Dragon Age? Well then. #TheGameAwards,0,0,NA,NA
1070884951191482368,"RT @cecilphillip: Check out @tayalasavari's video on @AzureFunctions where she creates a serverless function in @code 

Building serverless…",0,6,NA,NA
1070884759625068544,"@MatthewFarmer @serverless360 @AzureFunctions @AzureSupport @jeffhollan There’s also. 1.0/2.0 comparison doc, but unfortunately this particular change doesn’t seem to be captured there: https://t.co/moT35cHY7U",0,0,NA,NA
1070884355839586304,"Cloud service provider, Datacomm, wanted to expand their cloud business by helping #Microsoft #Azure #publiccloud customers access the Indonesian market. Read how they did it with #HPE ProLiant for #Microsoft #AzureStack: https://t.co/Uecv3gvTSC https://t.co/2uBqeLyVeM",1,1,NA,NA
1070884299988070401,"@MatthewFarmer @serverless360 @AzureFunctions @AzureSupport @jeffhollan We put release notes on the host GitHub, but upcoming changes (including breaks we made during 2.0 preview) can be found here: https://t.co/AE6avMZe3t",0,0,NA,NA
1070884181138239488,RT @AzureFunctions: Join our webinar today - https://t.co/Ls4EDu0btS to learn more about the newly introduced #Python support for Azure Fun…,0,13,NA,NA
1070884103577313280,"Discover how customers can instantly try &amp; buy your #apps w/ Microsoft's #Azure Marketplace &amp; #AppSource storefronts. Watch now, on-demand: https://t.co/9pacj3PDvt https://t.co/Grt5KPZGRv",7,3,NA,NA
1070884077207781376,"RT @RPGSite: Epic is very serious about their new storefront, apparently.",0,5,NA,NA
1070884054810198016,RT @RPGSite: Street Fighter not winning best Fighting Game - all is right with the world.,0,19,NA,NA
1070883836249047040,RT @Azure: Do you use multiple different accounts in the #Azure portal? See how easy the new account manager makes it to switch between dif…,0,45,NA,NA
1070883612436914176,"RT @seanmckmsft: Today, the Kubernetes community announced a security vulnerability with several recent releases. We've patched all #AzureK…",0,62,NA,NA
1070883206105157635,"Business Analyst in San Diego, CA: scrum, azure, jira, processor, semiconductor, agile, sprint https://t.co/mofwy9gbaV",0,0,NA,NA
1070883088010379264,RT @Azure: Use Terraform and Ansible to speed up #SAPHANA deployments on Azure in 30 minutes. Learn more: https://t.co/sjNNAN7LfM,0,24,NA,NA
1070882721067491328,I’m in a full on sprint getting things done before a nice holiday break. Some cool stuff being cooked up in #azure serverless land.,24,1,NA,NA
1070882498694008838,Atlas looks nice. #TheGameAwards,1,0,NA,NA
1070882174302330880,"@TheRealCre8trix @shonadelie Azure, O365 can be managed anywhere, anytime on virtually any device. Are your interests on the SaaS (Software as a service), IaaS (Infrastructure as a svc) or PaaS (Platform as a svc)? Skilled developers, administrators or managed service partners to name a few can be WFH.",2,0,NA,NA
1070882121722552320,Chinese Azure Dragon art print in my @FineArtAmerica store - https://t.co/W7bwcu0ZGa https://t.co/Qrv53Myymf,1,0,NA,NA
1070882073865580545,"RT @timheuer: ""I want to try Visual Studio 2019 but don't want to install it on my machine."" Cool, you know it will install side-by-side ri…",0,8,NA,NA
1070882030324473858,"RT @Ekanaut: Wow, @SonicFox5000 is a legend. ""Pretty much I have to say is that I'm gay, black, and a furry, pretty much everything Republi…",0,182,NA,NA
1070881837550104576,General availability: Increased compute in Azure Database for PostgreSQL servers https://t.co/vgWspLUrEl,0,0,NA,NA
1070881517054951426,RT @JamesMontemagno: My buddy @ChristosMatskas had an awesome demo with @shanselman with a #Xamarin powered mobile app to use AI/ML to scan…,0,12,NA,NA
1070881060995633152,"RT @austin_walker: ""I'm gay, black, a furry--so I guess everything a republican hates--and the best esports player in the world.""",0,1681,NA,NA
1070880986009763840,"RT @aya_DOLCE1112: おはよう！
今日も良い一日に🙆‍♀️

#定番でテスト
Aya (AZURE♯/DOLCE#) さんの動画をチェックして！ #TikTok   https://t.co/30seDuoT25",0,6,NA,NA
1070880786881044480,"RT @aya_DOLCE1112: おはよう！
今日も良い一日に🙆‍♀️

#定番でテスト
Aya (AZURE♯/DOLCE#) さんの動画をチェックして！ #TikTok   https://t.co/30seDuoT25",0,6,NA,NA
1070880767956402177,"Sonicfox seems so humble, and sincerely happy, so I'm happy for him! #TheGameAwards",0,0,NA,NA
1070880428851167235,He really fucking deserved this. Congrats @SonicFox5000 https://t.co/PTP04BpWHH,0,0,NA,NA
1070880365324075009,"In the spirit of WPF and Winforms going open source this week. #Microsoft Edge embracing Chromium for Edge rebuild and MS value through the roof.

Any chance of us all catChing a break &amp; getting multi-user Win10 outside of Azure and FSLogix available outside of WVD?

Be cool, MS",4,0,NA,NA
1070880150160580608,"RT @austin_walker: ""Wow, I really won this shit!"" We stan a legend. https://t.co/MhGxZ529xJ",0,1916,NA,NA
1070879791354654721,"RT @VisualStudio: See how the Azure ML Data Prep SDK will make your life better. In this episode of the #AIShow, we take a closer look at t…",0,16,NA,NA
1070879609871159296,"Check out my latest outfit I drew up 4 sale https://t.co/Vb5lFhSd5R

#yoarte  #artcult #artistsontwitter #artistcommunity #art #cutiesaturday
@ArtMutual @ConoceArtistas @TheArtistHelp @ApoyarArtistas @Dibujnautas @dibujando @art_help  @Ayuda_artista  @ApoyaAlArtista @theartbond",4,4,NA,NA
1070879315343171584,The Last Campfire looks cute. #TheGameAwards,0,0,NA,NA
1070878749464375296,RT @ShardShinjuku: I like how we as a culture are just watching The Game Awards for the commercials. #TheGameAwards,0,1,NA,NA
1070878727364583424,"RT @JesseCox: I'm not gonna lie, I'm really enjoying #TheGameAwards ....just not for the awards part. But I love me some trailers and new g…",0,41,NA,NA
1070878543096225792,RT @_zellyn: the shade is palpable https://t.co/fwwKQRpJBu,0,2102,NA,NA
1070878512393805824,"RT @aya_DOLCE1112: おはよう！
今日も良い一日に🙆‍♀️

#定番でテスト
Aya (AZURE♯/DOLCE#) さんの動画をチェックして！ #TikTok   https://t.co/30seDuoT25",0,6,NA,NA
1070878449470828544,Cincinnati Children’s has a great app development experience with Azure services https://t.co/BIFvxQgAXu https://t.co/jH9ZX3moT5,0,0,NA,NA
1070878436946669568,RT @Azure: Use Terraform and Ansible to speed up #SAPHANA deployments on Azure in 30 minutes. Learn more: https://t.co/sjNNAN7LfM,0,24,NA,NA
1070878172281860097,@gabrtv @ThorstenHans @Azure Oh or kubecon :-),0,0,NA,NA
1070878105785520128,Fundamentals of Microsoft Azure RemoteApp Management and Administration [hashtags] - https://t.co/gWPYQFQ1vQ,0,0,NA,NA
1070878101905833985,Exam Prep Session for Exam 70-534: Architechting Microsoft Azure Solutions (Beta [hashtags] - https://t.co/hGCsKX7UXj,0,0,NA,NA
1070878090568626177,"RT @pagalvin: If you're a NY area person interested in some cutting edge tech work opportunities, ping me and let's chat.  Wide spectrum of…",0,2,NA,NA
1070877983685124096,"RT @Azure: Download the Azure #Serverless Cookbook for countless use cases, hands-on steps, and tutorials for your #apps: https://t.co/kpJO…",0,39,NA,NA
1070877896208728064,"RT @Azure: Create clients for a web service using C#, Go, #Java, and #Python. Head to @docsmsft to learn how: https://t.co/tXf7N5kUyx",0,33,NA,NA
1070877812167467008,Disaster recovery for virtual machines deployed in Availability Zones to another region https://t.co/8g6CeIovs7,2,0,NA,NA
1070877779254685696,RT @Azure: Use Terraform and Ansible to speed up #SAPHANA deployments on Azure in 30 minutes. Learn more: https://t.co/sjNNAN7LfM,0,24,NA,NA
1070877550430187520,RT @Azure: Explore this sample application to learn how to autoscale a #Kubernetes application with AKS virtual nodes. https://t.co/HFXne0u…,0,31,NA,NA
1070877502376042496,"RT @Azure: #Azure provides a secure foundation to host your infrastructure, applications, and data in the #cloud. Watch more: https://t.co/…",0,13,NA,NA
1070877449792118786,"@gabrtv @ThorstenHans @Azure 👋 
We can talk here or email: twitter handle at microsoft dot com",1,0,NA,NA
1070877135152275456,The Outer World? Oh this looks fun! #TheGameAwards,1,0,NA,NA
1070876911142875136,"RT @aya_DOLCE1112: おはよう！
今日も良い一日に🙆‍♀️

#定番でテスト
Aya (AZURE♯/DOLCE#) さんの動画をチェックして！ #TikTok   https://t.co/30seDuoT25",0,6,NA,NA
1070876852007395331,CTR not getting a Steam release? That feels so damn wrong. #TheGameAwards,0,0,NA,NA
1070876765747404800,"Good for business, Microsoft Enhances Azure For Running Container, IoT And Machine Learning Workloads via @forbes https://t.co/jjNbqzClmb #Microsoft #iot",0,0,Lyndon,US
1070876693865340929,RT @Azure: Use Terraform and Ansible to speed up #SAPHANA deployments on Azure in 30 minutes. Learn more: https://t.co/sjNNAN7LfM,0,24,NA,NA
1070876592312893440,RT @Azure: Use Terraform and Ansible to speed up #SAPHANA deployments on Azure in 30 minutes. Learn more: https://t.co/sjNNAN7LfM,0,24,NA,NA
1070875908150423552,"RT @Azure: Build, train and deploy models from the cloud to the edge with #AzureMachineLearning service, now generally available:
https://t…",0,69,NA,NA
1070875712997994496,"RT @Azure: #Azure provides a secure foundation to host your infrastructure, applications, and data in the #cloud. Watch more: https://t.co/…",0,13,NA,NA
1070875684128612353,@Azure_Nimbus Thanks bud!!! Gonna try and make one for Kaiba and Jonouchi/Joey,2,0,NA,NA
1070875675727486977,RT @Azure: Use Terraform and Ansible to speed up #SAPHANA deployments on Azure in 30 minutes. Learn more: https://t.co/sjNNAN7LfM,0,24,NA,NA
1070875674074865665,RT @Azure: Use Terraform and Ansible to speed up #SAPHANA deployments on Azure in 30 minutes. Learn more: https://t.co/sjNNAN7LfM,0,24,NA,NA
1070875564213526528,"AS2, EDIFACT connectors updates for #Azure Logic Apps https://t.co/gnLuA3j0gt",0,0,NA,NA
1070875544248639488,Use Terraform and Ansible to speed up #SAPHANA deployments on Azure in 30 minutes. Learn more: https://t.co/sjNNAN7LfM,24,24,NA,NA
1070875319970742272,Crash Team Racing! #TheGameAwards,0,0,NA,NA
1070875295505276928,@ThorstenHans @Azure Paging @khnidk,0,0,Colorado,US
1070875175367921664,#JupyterNotebooks on Microsoft Azure Notebooks https://t.co/CAfsebrIOz,0,0,NA,NA
1070875122830057473,That.... was a thing. #TheGameAwards,0,0,NA,NA
1070875036787986432,"RT @aya_DOLCE1112: おはよう！
今日も良い一日に🙆‍♀️

#定番でテスト
Aya (AZURE♯/DOLCE#) さんの動画をチェックして！ #TikTok   https://t.co/30seDuoT25",0,6,NA,NA
1070874799151419392,"@anjel990 Ah, great! Congrats!",1,0,NA,NA
1070874798899621888,"RT @RahulKayala: Super excited to share an updated Azure IoT Analytics offering that transforms your business with actionable, real-time in…",0,5,NA,NA
1070874584323420160,Anthem intrigues me to some degree I will admit it. #TheGameAwards,0,0,NA,NA
1070873976040247296,Dead By Daylight is still a trucking eh? #TheGameAwards,0,0,NA,NA
1070873969400655873,"It’s time to register for the December Meeting!
Topic “Lambda Architecture Design Using Azure Databricks for Advanced Analyitics” by Lucas Feiock of @kizantech 
https://t.co/jKTSCZirxI",0,0,NA,NA
1070873631553699840,Monitor Linux Daemon with Log Analytics - https://t.co/CWLhvk2CDK #Azure #AzureMonitor #AzureManagement #LogAnalytics,3,3,NA,NA
1070873561022246912,"RT @starwindsan: How to deploy Hyper-V in #Azure easily and reap all the benefits from Nested #Virtualization - via @PrigentNico 
https://t…",0,16,NA,NA
1070873516608839680,"RT @pagalvin: If you're a NY area person interested in some cutting edge tech work opportunities, ping me and let's chat.  Wide spectrum of…",0,2,NA,NA
1070873032355471360,"RT @Campster: This thing is embarrassing, y'all.",0,14,NA,NA
1070872922770849792,"If you're a NY area person interested in some cutting edge tech work opportunities, ping me and let's chat.  Wide spectrum of opportunity, including #AI, #Azure and even some fun #SharePoint and #Nintex work.",0,2,NA,NA
